commit,subject,heuristic_subsystem_tags,heuristic_requirement_ids,touched_paths,audit_state,evidence_reference
"4d91ef8c13be5f8ad8cb087df691f740f4c6090d","feat(node): add pinned TCP courier v1","cli-and-node;messaging-and-projections;product-feature;protocol-events-vectors;requirements-and-architecture;storage-outbox-courier;sync-routing-transport;tests-and-fuzzing;voice","CLI;NET;LAT-004;LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;MSG;LAT-003;LAT-004;LAT-007;LAT-004;LAT-005;LAT-006;MSG;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017;LAT-006;LAT-007;LAT-018","Cargo.lock;apps/cli/Cargo.toml;apps/cli/src/main.rs;apps/cli/src/node.rs;crates/lattice-node/Cargo.toml;crates/lattice-node/src/courier.rs;crates/lattice-node/src/lib.rs;crates/lattice-node/src/sync.rs;crates/lattice-node/src/sync/direct_session.rs;crates/lattice-node/tests/courier_transfer.rs;crates/lattice-storage/src/courier_queue.rs;crates/lattice-storage/src/lib.rs;docs/features/cli.md;docs/features/networking.md;protocol/specs/09-envelope.md","PENDING-AUDIT",""
"f62d1c010170d96602194534df5178ccb8c14fb5","feat(desktop): add local paths and relay settings","cli-and-node;desktop;product-feature;relay;requirements-and-architecture;voice","DSK;LAT-002;LAT-004;CLI;NET;LAT-004;NET-009;NET-010;NET-011;NET-013;VOC;LAT-016;LAT-017","Cargo.lock;apps/cli/Cargo.toml;apps/cli/src/relay.rs;apps/desktop/src-tauri/Cargo.toml;apps/desktop/src-tauri/src/lib.rs;apps/desktop/src-tauri/src/local_network.rs;apps/desktop/src-tauri/src/profile.rs;apps/desktop/src-tauri/src/relay_settings.rs;apps/desktop/src/App.css;apps/desktop/src/App.tsx;apps/desktop/src/features/network/LocalNetworkSettings.tsx;crates/lattice-relay/Cargo.toml;crates/lattice-relay/src/lib.rs;crates/lattice-relay/src/settings.rs;docs/features/desktop.md","PENDING-AUDIT",""
"fc7648f40fac6e9fd7d0d2efc6c1cfaff0e58da4","feat(desktop): queue local file attachments","desktop;files-and-transfers;product-feature;requirements-and-architecture;spaces-and-mls","DSK;LAT-002;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;FIL;LAT-006","Cargo.lock;apps/desktop/src-tauri/Cargo.toml;apps/desktop/src-tauri/src/attachments.rs;apps/desktop/src-tauri/src/lib.rs;apps/desktop/src/features/spaces/LocalSpaceBrowser.tsx;docs/features/desktop.md;docs/features/files.md","PENDING-AUDIT",""
"c9fbb74b8e533508da07c707010e1eae51fe19f9","feat(desktop): add persistent pinned-peer mode","desktop;messaging-and-projections;product-feature;requirements-and-architecture","DSK;LAT-002;LAT-004;MSG;LAT-003;LAT-004;LAT-007","Cargo.lock;apps/desktop/src-tauri/Cargo.toml;apps/desktop/src-tauri/src/lib.rs;apps/desktop/src-tauri/src/peer_mode.rs;apps/desktop/src/App.tsx;apps/desktop/src/features/network/PersistentPeerMode.tsx;docs/features/desktop.md","PENDING-AUDIT",""
"902018eb9bb08c22117c59052a32db7179a652fd","feat(android): add permission-aware BLE GATT adapters","android-and-mobile;product-feature;requirements-and-architecture;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;VOC;LAT-016;LAT-017","apps/android/app/src/main/kotlin/com/astraive/lattice/BleGattAdapters.kt;apps/android/app/src/test/kotlin/com/astraive/lattice/BleGattPermissionPolicyTest.kt;docs/features/mobile.md","PENDING-AUDIT",""
"4389c4c2410e8a15f7a9182844c4ce03a3724bbc","feat(android): add opt-in persistent nearby service","android-and-mobile;product-feature;requirements-and-architecture;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;VOC;LAT-016;LAT-017","apps/android/app/src/main/AndroidManifest.xml;apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/PersistentNearbyService.kt;apps/android/app/src/test/kotlin/com/astraive/lattice/PersistentNearbyPermissionPolicyTest.kt;docs/features/mobile.md","PENDING-AUDIT",""
"b944e45ae5bb48c00ab9e43173e568edfe5f660e","feat(android): probe Wi-Fi upgrade capabilities","android-and-mobile;product-feature;requirements-and-architecture;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;VOC;LAT-016;LAT-017","apps/android/app/src/main/AndroidManifest.xml;apps/android/app/src/main/kotlin/com/astraive/lattice/AndroidWifiCapabilityProbe.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/PersistentNearbyService.kt;apps/android/app/src/test/kotlin/com/astraive/lattice/AndroidWifiCapabilityProbeTest.kt;docs/features/mobile.md","PENDING-AUDIT",""
"9159caad71ad274de9da1095accd17a4c2f1e732","docs(android): document FFI lifecycle and notification scope","android-and-mobile;requirements-and-architecture","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016","docs/features/mobile.md","PENDING-AUDIT",""
"4bcce707a9c6f04cdf3b0a5364c75be1c6b78d0d","feat(android): expose accessible selection semantics","android-and-mobile;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/SpaceCreationCard.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/SpaceMessageComposer.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/identity/IdentityPinCard.kt;docs/features/mobile.md","PENDING-AUDIT",""
"befe8ea05a211791f40bed9a05eaa9c4573112ce","docs(android): clarify one-shot FFI observers","android-and-mobile;requirements-and-architecture","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016","docs/features/mobile.md","PENDING-AUDIT",""
"003968a866b55208bcec83ae8c054ce72e2fc591","feat(android): add Space and diagnostics navigation","android-and-mobile;product-feature;requirements-and-architecture;spaces-and-mls;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;SPC;IDN-004;IDN-008;LAT-003;LAT-007;VOC;LAT-016;LAT-017","apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;docs/features/mobile.md","PENDING-AUDIT",""
"6e39c9cd23f36f4eb7e3727237200bc2be75235e","docs(desktop): record native build and vector checks","requirements-and-architecture","","docs/features/desktop.md","PENDING-AUDIT",""
"295921f28e29499021c9b6ca8412229c0c911a3a","feat(android): report keystore protection status","android-and-mobile;product-feature;requirements-and-architecture;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;VOC;LAT-016;LAT-017","apps/android/app/src/main/kotlin/com/astraive/lattice/AndroidMobileProfile.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/AndroidPrivateKeyProtector.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/test/kotlin/com/astraive/lattice/AndroidPrivateKeyProtectorTest.kt;docs/features/identity.md;docs/features/mobile.md","PENDING-AUDIT",""
"ec135b38bade8d3b6c950f14d042dfb215859e26","docs(quality): document Windows fuzz runner setup","requirements-and-architecture;tests-and-fuzzing","LAT-006;LAT-007;LAT-018","docs/quality/TEST_PLAN.md","PENDING-AUDIT",""
"237b3b81655530e8c518d2c1880e71c41809fa7b","docs(scope): align release gates to Android-only mobile","android-and-mobile;requirements-and-architecture;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;VOC;LAT-016;LAT-017",".github/workflows/ci.yml;docs/PLAN.md;docs/REQUIREMENTS.md;docs/TECH_STACK.md;docs/TODO.md;docs/UI_UX.md;docs/architecture.md;docs/features/README.md;docs/features/identity.md;docs/features/mobile.md;docs/features/voice.md;docs/ops/DEPLOYMENT.md;docs/quality/TEST_PLAN.md;docs/spec.md;docs/spec2.md","PENDING-AUDIT",""
"c9c11d37b35caebc013a21a12d8d49cf343a02ed","feat(cli): reconcile peer histories bidirectionally","cli-and-node;product-feature;requirements-and-architecture;sync-routing-transport","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011","apps/cli/src/sync.rs;docs/features/cli.md","PENDING-AUDIT",""
"b924ce1ff4763bdbee340170b97e4bad309296c9","feat(desktop): add authenticated local transfer workflows","desktop;files-and-transfers;product-feature;requirements-and-architecture;spaces-and-mls","DSK;LAT-002;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;FIL;LAT-006","Cargo.lock;apps/desktop/src-tauri/Cargo.toml;apps/desktop/src-tauri/src/attachments.rs;apps/desktop/src-tauri/src/lib.rs;apps/desktop/src-tauri/src/local_network.rs;apps/desktop/src-tauri/src/peer_mode.rs;apps/desktop/src/features/network/LocalNetworkSettings.tsx;apps/desktop/src/features/network/PersistentPeerMode.tsx;apps/desktop/src/features/spaces/LocalSpaceBrowser.tsx;docs/features/desktop.md;docs/features/files.md;docs/features/networking.md;docs/spec.md","PENDING-AUDIT",""
"bf392fa75791e4c45da5eda88a84510ed8d42c7c","fix(cli): retry reconciliation after unauthenticated peers","behavior-fix;cli-and-node;sync-routing-transport","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011","apps/cli/src/sync.rs","PENDING-AUDIT",""
"796754907f9ae74edc225cacb4606a1ba2f1c92d","fix(desktop): harden attachment and LAN workflows","behavior-fix;cli-and-node;desktop;files-and-transfers;spaces-and-mls;sync-routing-transport;voice","DSK;LAT-002;LAT-004;CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;NET;LAT-002;LAT-005;LAT-007;LAT-011;FIL;LAT-006;VOC;LAT-016;LAT-017","apps/desktop/src-tauri/src/attachments.rs;apps/desktop/src-tauri/src/local_network.rs;apps/desktop/src/features/spaces/LocalSpaceBrowser.tsx;crates/lattice-node/src/sync/attachment_transfer.rs","PENDING-AUDIT",""
